thickness_min,thickness_max,width_min,width_max,length_min,length_max,height_min,height_max,weight_min,weight_max,inner_diameter_min,inner_diameter_max,outer_diameter_min,outer_diameter_max,tensile_mid,yield_mid,elongation_mid,reduction_mid,hardness_mid,coating,finish,form,surface_type,surface_protection,cluster
,,40.0,60.0,,,,,,25000.0,610.0,610.0,,,490.0,355.0,22.0,,,,oiled,Coils,,,0
,,40.0,60.0,,,,,,25000.0,610.0,610.0,,,550.0,420.0,19.0,,,,oiled,Coils,,,2
2.5,2.5,1276.0,,,,,,,,,,,,340.0,180.0,36.0,,,GI50/50,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
0.6,0.6,1502.0,,,,,,25000.0,,,,,,430.0,300.0,27.0,,,Z100,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, conventional surface (MA)",Chemically passivated (C),0
,5.2,,,,,,,48000.0,48000.0,,,,,1575.0,1050.0,5.0,,45.5,,,Coils,,,2
,5.2,,,,,,,48000.0,48000.0,,,,,1575.0,1050.0,5.0,,45.5,,,Coils,,,2
1.4,1.55,,,,,,,,,,,,,385.0,350.0,22.0,,,Z180,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, conventional surface (MA)",Chemically passivated (C),0
2.7,2.9,610.0,1520.0,,,,,15000.0,25000.0,,,,,735.0,600.0,13.0,,,,Hot Rolled,Coils,,Oiled (O),2
2.8,2.8,600.0,1520.0,,,,,15000.0,25000.0,610.0,610.0,,,735.0,600.0,13.0,,,,Hot Rolled,Coils,,Oiled (O),2
12.0,24.0,,1520.0,,,,,,25000.0,,,610.0,610.0,625.0,500.0,14.0,,,,Galvanized,Coils,,,2
7.8,8.1,1270.0,,,,,,,,,,,,490.0,355.0,22.0,,,,,Coils,,,0
1.22,1.28,600.0,1520.0,,,,,,25000.0,610.0,610.0,,,515.0,380.0,23.0,,,,Cold Rolled (+CR),Slit Coils,,Lightly Oiled (L),0
1.22,1.28,600.0,1520.0,,,,,,25000.0,610.0,610.0,,,515.0,380.0,23.0,,,,Cold Rolled (+CR),Slit Coils,,Lightly Oiled (L),0
0.7,0.7,1280.0,,,,,,24000.0,24000.0,,,,,340.0,280.0,28.0,,,,Cold Rolled,Coils,,,0
8.0,8.0,,,,,,,,,,,,,625.0,500.0,14.0,,,,,Coils,,,2
3.0,3.0,2000.0,2000.0,6000.0,,6000.0,,30000.0,30000.0,,,,,550.0,355.0,22.0,,,,Normalized (+N),Sheets,,,0
,,70.0,70.0,6000.0,,6000.0,,6000.0,6000.0,,,,,600.0,320.0,10.0,,175.0,,As Rolled (+AR),Round Bars,,,2
,,80.0,80.0,6000.0,,6000.0,,6000.0,6000.0,,,,,600.0,320.0,10.0,,175.0,,As Rolled (+AR),Round Bars,,,2
,,70.0,70.0,6000.0,,6000.0,,6000.0,6000.0,,,,,600.0,320.0,10.0,,175.0,,+AR,Round Bars,,,2
,,80.0,80.0,6000.0,,6000.0,,6000.0,6000.0,,,,,600.0,320.0,10.0,,175.0,,+AR,Round Bars,,,2
2.0,2.0,,1520.0,,,,,,25000.0,,,,,435.0,235.0,26.0,,,,Oiled,Coils,,,0
2.3,2.3,,1520.0,,,,,,25000.0,,,,,435.0,235.0,26.0,,,,Oiled,Coils,,,0
2.5,3.0,,1520.0,,,,,,25000.0,,,,,435.0,235.0,26.0,,,,Oiled,Coils,,,0
3.0,3.0,,1520.0,,,,,,25000.0,,,,,435.0,235.0,26.0,,,,Oiled,Coils,,,0
3.25,3.25,,1520.0,,,,,,25000.0,,,,,435.0,235.0,26.0,,,,Oiled,Coils,,,0
2.4,2.6,,1520.0,,,,,,25000.0,610.0,610.0,,,340.0,380.0,28.0,,,,Oiled,Coils,,,0
,,75.0,75.0,,,,,,25000.0,,,610.0,610.0,600.0,420.0,19.0,,,,Stained,Coils,,Oiled (O),2
,,75.0,75.0,,,,,,25000.0,,,610.0,610.0,630.0,460.0,17.0,,,,Stained,Coils,,Oiled (O),2
,,75.0,75.0,,,,,,25000.0,,,610.0,610.0,650.0,,,,,,Stained,Coils,,Oiled (O),0
1.5,1.5,100.0,1520.0,,,,,,25000.0,610.0,610.0,,,625.0,500.0,14.0,,,,Oiled,Coils,,,2
2.0,2.0,60.0,1520.0,,,,,,25000.0,610.0,610.0,,,625.0,500.0,14.0,,,,Oiled,Coils,,,2
3.5,3.5,60.0,1520.0,,,,,,25000.0,610.0,610.0,,,625.0,500.0,14.0,,,,Oiled,Coils,,,2
,,,,,,,,,,610.0,610.0,,,435.0,235.0,26.0,,,,Oiled,,,,0
3.0,3.0,,1520.0,,,,,,25000.0,,,,,,,,,,,,Coils,,,0
1.5,1.5,50.0,1520.0,,,,,,25000.0,,,,,490.0,355.0,22.0,,,,Stained,Coils,,,0
,,,,,,,,,,,,,,400.0,260.0,29.0,,,,,Coils,,,0
0.8,0.8,1500.0,1500.0,,,,,24000.0,24000.0,,,,,385.0,350.0,22.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Coils,,,0
0.4,0.4,1500.0,1500.0,,,,,24000.0,24000.0,,,,,385.0,350.0,22.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Coils,,,0
1.85,2.0,,,,,,,200000.0,200000.0,,,,,385.0,350.0,22.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Coils,,,0
1.5,1.5,50.0,1520.0,,,,,,25000.0,,,,,490.0,355.0,22.0,,,,Oiled,Coils,,,0
1.5,1.5,50.0,1520.0,,,,,,25000.0,,,,,490.0,355.0,22.0,,,,NK,Coils,,,0
2.0,2.0,200.0,1520.0,,,,,,25000.0,,,,,490.0,355.0,22.0,,,,,Coils,,,0
3.0,3.0,25.0,1520.0,,,,,,25000.0,,,,,490.0,355.0,22.0,,,,,Coils,,,0
2.7,2.9,,1520.0,,,,,10000.0,25000.0,610.0,610.0,,,550.0,355.0,22.0,,,,Oiled,Coils,NGW,,0
2.7,2.9,,1520.0,,,,,10000.0,25000.0,610.0,610.0,,,550.0,420.0,19.0,,,,Oiled,Coils,NGW,,0
2.7,2.9,,1520.0,,,,,10000.0,25000.0,610.0,610.0,,,595.0,460.0,17.0,,,,Oiled,Coils,NGW,,0
1.0,1.0,,1520.0,,,,,,25000.0,,,,,340.0,280.0,28.0,,,,Lightly Oiled,Coils,,,0
1.2,1.2,,1520.0,,,,,10000.0,25000.0,610.0,610.0,,,550.0,420.0,23.0,,,,Cold Rolled,Coils,,Lightly Oiled (L),0
0.75,0.75,,,,,,,,50000.0,,,,,310.0,210.0,38.0,,,,Cold Rolled,Coils,,,0
2.11,2.29,370.0,,,,,,,,,,,,515.0,380.0,23.0,,,,,Sheets,Uncoated,Without surface treatment (U),0
2.25,2.25,,,,,,,40000.0,40000.0,,,,,400.0,260.0,31.0,,,Z100,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
1.14,1.26,1270.0,1270.0,,,,,10000.0,12000.0,,,,,1080.0,550.0,12.0,,,GI50/50,Hot-dip Galvanized (+Z/+GI),Coils,Unexposed (intenal parts) (U),,2
,,60.0,80.0,,,,,,,610.0,610.0,,,490.0,355.0,22.0,,,,Oiled,,,,0
,,60.0,80.0,,,,,,,610.0,610.0,,,550.0,420.0,19.0,,,,Oiled,,,,2
,,,1520.0,,,,,,25000.0,,,,,,,,,,,,Coils,,,0
1.4,1.55,,,,,,,,,,,,,385.0,350.0,22.0,,,Z140,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, conventional surface (MA)",Chemically passivated (C),0
0.5,0.5,728.0,728.0,,,,,10000.0,10000.0,,,,,550.0,420.0,23.0,,,,,Sheets,,,0
0.5,0.5,972.0,972.0,,,,,10000.0,10000.0,,,,,550.0,420.0,23.0,,,,,Coils,,,0
,,610.0,610.0,,,,,,,,,,,340.0,380.0,28.0,,,,,Strips,,Oiled (O),0
1.45,1.55,,1520.0,,,,,,25000.0,,,,,,,,,,,,Coils,,,0
,,610.0,610.0,,,,,,25000.0,,,,,490.0,355.0,22.0,,,,,Strips,,Oiled (O),0
,,610.0,610.0,,,,,,,,,,,435.0,235.0,26.0,,,,Oiled,,,,0
,,610.0,610.0,,,,,,,,,,,340.0,380.0,28.0,,,,Oiled,,,,0
,,,1520.0,,,,,,25000.0,,,,,,,,,,,,Coils,,,0
,,,1520.0,,,,,,25000.0,,,,,310.0,210.0,38.0,,,,Oiled,Coils,,Lightly Oiled (L),0
1.55,1.65,135.0,1520.0,,,,,,25000.0,,,,,320.0,210.0,34.0,,,,,Coils,,Oiled (O),0
10.0,25.0,610.0,610.0,,,,,,25000.0,,,,,490.0,355.0,22.0,,,,Oiled,Coils,,,0
40.0,40.0,610.0,610.0,,,,,,25000.0,,,,,490.0,355.0,22.0,,,,Oiled,Coils,,,2
,,,,,,,,,,,,,,,,,,,,,,,,0
6.0,6.0,610.0,1520.0,,,,,12000.0,25000.0,,,,,850.0,700.0,12.0,,,,,Coils,,Oiled (O),2
,,610.0,610.0,,,,,,,,,,,490.0,355.0,22.0,,,,Oiled,,,,0
,,,1520.0,,,,,,25000.0,,,,,,,,,,,,Coils,,,0
5.5,5.5,300.0,1520.0,,,,,,25000.0,610.0,610.0,,,550.0,420.0,19.0,,,,Oiled,Coils,,,0
3.6,4.0,,,,,,,,,,,,,340.0,380.0,28.0,,,,Hot Rolled,Coils,,,0
3.6,4.0,,,,,,,,,,,,,310.0,280.0,38.0,,,,Hot Rolled,Coils,,,0
1.25,1.25,1500.0,1500.0,,,,,150000.0,150000.0,,,,,385.0,350.0,22.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Sheets,,,0
2.5,2.5,,,,,,,,,,,,,500.0,350.0,16.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, conventional surface (MA)",Chemically passivated (C),0
0.45,0.6,1350.0,1350.0,,,,,,,,,,,310.0,210.0,38.0,,,,Cold Rolled,Coils,,,0
3.0,3.0,1500.0,1500.0,3000.0,,3000.0,,,24000.0,,,,,435.0,235.0,26.0,,,,Hot Rolled,Sheets,,,0
8.0,8.0,,,,,,,,,,,,,,,,,,,,Sheets,,,0
4.7,5.0,,1520.0,,,,,15000.0,25000.0,610.0,610.0,,,450.0,315.0,24.0,,,,Oiled,Coils,,,0
,,,,,,,,,,610.0,610.0,,,435.0,235.0,26.0,,,,Oiled,Strips,,,0
2.5,2.5,,1520.0,,,,,,25000.0,,,,,,,,,,,,Coils,,,0
5.0,10.0,,1520.0,,,,,,25000.0,,,,,310.0,210.0,38.0,,,,Oiled,Slit Coils,,,0
3.5,3.65,,1520.0,,,,,,25000.0,610.0,610.0,,,435.0,235.0,26.0,,,,Stained,Coils,Oiled (O),,0
,,80.0,80.0,,,,,,,610.0,610.0,,,490.0,355.0,22.0,,,,Oiled,,,,0
,,,1520.0,,,,,,25000.0,,,,,,,,,,,,Coils,,,0
2.9,3.0,2.9,3.0,,,,,,,,,,,390.0,220.0,20.0,,,ZM100,,Round Bars,,,0
2.9,3.0,2.9,3.0,,,,,,,,,,,435.0,280.0,18.0,,,ZM100,,Round Bars,,,0
10.0,25.0,1520.0,1520.0,,,,,,25000.0,,,610.0,610.0,450.0,315.0,24.0,,,,Oiled,Coils,,,0
,,,1520.0,,,,,,25000.0,,,,,435.0,235.0,26.0,,,,,,,Oiled (O),0
,,,1520.0,,,,,,25000.0,,,,,450.0,315.0,24.0,,,,,,,Oiled (O),0
3.0,3.0,1500.0,1500.0,,,,,20000.0,20000.0,,,,,340.0,380.0,28.0,,,,,Coils,,Pickled and Oiled,0
,,610.0,610.0,,,,,,,,,,,435.0,235.0,26.0,,,,Oiled,Strips,,,0
,,,1520.0,,,,,,25000.0,,,,,,,,,,,,Coils,,,0
,,,,,,,,,,610.0,610.0,,,435.0,235.0,26.0,,,,Oiled,Strips,,,0
,,,,,,,,,,610.0,610.0,,,450.0,315.0,24.0,,,,Oiled,Strips,,,0
3.0,3.0,,1520.0,,,,,,25000.0,,,,,,,,,,,,Coils,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
60.0,3.0,610.0,1520.0,,,,,,25000.0,,,,,595.0,460.0,17.0,,,,Oiled,Coils,,,2
75.0,2.5,610.0,1520.0,,,,,,25000.0,,,,,595.0,460.0,17.0,,,,Oiled,Coils,,,2
,,80.0,1520.0,,,,,,25000.0,,,610.0,610.0,490.0,355.0,22.0,,,,Oiled,Coils,,,0
,,80.0,1520.0,,,,,,25000.0,,,610.0,610.0,550.0,420.0,19.0,,,,Oiled,Coils,,,0
1.0,1.0,812.0,,,,,,15000.0,20000.0,,,,,340.0,280.0,28.0,,,GI50/50,Hot-dip Galvanized (+Z/+GI),Coils,,,0
1.4,1.5,,,,,,,,,,,,,385.0,350.0,22.0,,,Z070,Hot-dip Galvanized (+Z/+GI),Coils,,,0
10.0,25.0,,1520.0,,,,,,25000.0,610.0,610.0,,,850.0,700.0,12.0,,,,Oiled,Strips,,,2
,,,,,,610.0,,,,,,,,485.0,275.0,23.0,,,,,,,Oiled (O),0
,,,1520.0,,,,,,25000.0,,,,,,,,,,,,Coils,,,0
26.0,26.0,26.0,26.0,,,,,6000.0,6000.0,,,,,1050.0,650.0,10.0,,61.0,,As Rolled (+AR),Round Bars,,,2
2.0,2.0,,,,,,,,,,,,,340.0,280.0,28.0,,,Z275,Hot-dip Galvanized (+Z/+GI),,,,0
2.0,2.0,,,,,,,10000.0,25000.0,610.0,610.0,,,850.0,700.0,12.0,,,,Hot Rolled,Coils,,Pickled and Oiled,2
1.4,1.5,,,,,,,,,,,,,385.0,350.0,22.0,,,Z080,Hot-dip Galvanized (+Z/+GI),Coils,,,0
1.4,1.5,,,,,,,,,,,,,385.0,350.0,22.0,,,Z075,Hot-dip Galvanized (+Z/+GI),Coils,,,0
1.7,2.0,,,,,,,,,,,,,385.0,350.0,22.0,,,,Hot-dip Galvanized (+Z/+GI),Coils,,,0
1.4,1.55,,,,,,,,,,,,,385.0,350.0,22.0,,,Z120,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, conventional surface (MA)",Chemically passivated (C),0
1.5,1.5,1000.0,1000.0,,,,,25000.0,25000.0,,,,,385.0,350.0,22.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, improved surface (MA)",Chemically passivated (C),0
1.5,1.5,1000.0,1000.0,,,,,25000.0,25000.0,,,,,420.0,250.0,19.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, improved surface (MA)",Chemically passivated (C),0
29.0,29.0,29.0,29.0,,,,,10000.0,10000.0,,,,,1050.0,650.0,10.0,,61.0,,As Rolled (+AR),Round Bars,,,2
33.0,33.0,33.0,33.0,,,,,15000.0,15000.0,,,,,1050.0,650.0,10.0,,61.0,,As Rolled (+AR),Round Bars,,,2
,,,,,,,,48000.0,48000.0,,,,,340.0,280.0,28.0,,,ZE25/25,Electro-Galvanized (+ZE),Sheets,Conventional surface (AP),Chemically passivated (C),0
2.5,2.5,,,,,,,,,,,,,320.0,210.0,34.0,,,ZE50/50,Oiled,,,,0
1.59,1.81,1246.0,,,,,,,20000.0,,,,,880.0,440.0,14.0,,,GI40/40,Hot-dip Galvanized (+Z/+GI),Coils,Unexposed (intenal parts) (U),,2
7.8,8.1,1270.0,,,,,,,,,,,,490.0,355.0,22.0,,,,,Coils,,,0
8.0,8.0,,,,,,,,,,,,,625.0,500.0,14.0,,,,,Coils,,,2
2.0,2.0,610.0,610.0,,,,,,25000.0,,,,,850.0,700.0,12.0,,,,,Coils,,Oiled (O),2
2.5,2.5,,1520.0,,,,,,25000.0,610.0,610.0,,,340.0,280.0,28.0,,,,Cold Rolled,Coils,,Lightly Oiled (L),0
1.44,1.56,,1520.0,,,,,,25000.0,610.0,610.0,,,460.0,340.0,26.0,,,,Oiled,Coils,,,0
2.5,2.5,,1520.0,,,,,,25000.0,610.0,610.0,,,325.0,240.0,32.0,,,,Cold Rolled,Coils,,Lightly Oiled (L),0
2.5,2.5,,1520.0,,,,,,25000.0,610.0,610.0,,,320.0,210.0,34.0,,,,Cold Rolled,Coils,,Lightly Oiled (L),0
2.5,2.5,,1520.0,,,,,,25000.0,610.0,610.0,,,310.0,210.0,38.0,,,,Cold Rolled,Coils,,Lightly Oiled (L),0
0.8,0.8,1318.0,1318.0,,,,,5000.0,10000.0,,,,,380.0,240.0,29.0,,,ZM35/35,Hot-dip zinc magnesium (+ZM),Coils,,Without surface treatment (U),0
5.0,5.15,,,,,,,24000.0,24000.0,,,,,1650.0,1100.0,4.0,,48.5,,,,,,2
3.84,4.0,,,,,,,24000.0,24000.0,,,,,1575.0,1050.0,5.0,,45.5,,,,,,2
3.84,4.0,,,,,,,24000.0,24000.0,,,,,1575.0,1050.0,5.0,,45.5,,,,,,2
8.0,8.0,1500.0,1500.0,3000.0,,3000.0,,24000.0,24000.0,,,,,435.0,235.0,26.0,,,,,Sheets,,,0
8.0,8.0,1500.0,1500.0,3000.0,,3000.0,,24000.0,24000.0,,,,,340.0,380.0,28.0,,,,,Sheets,,,0
2.2,2.5,,,,,,,20000.0,20000.0,,,,,340.0,380.0,28.0,,,,,,,,0
2.2,2.5,,,,,,,20000.0,20000.0,,,,,625.0,500.0,14.0,,,,,,,,2
3.0,3.0,85.0,1520.0,,,,,,25000.0,610.0,610.0,,,435.0,235.0,26.0,,,,,Coils,,Oiled (O),0
10.0,10.0,1500.0,1500.0,3000.0,,3000.0,,96000.0,96000.0,,,,,435.0,235.0,26.0,,,,,Plates,,,0
10.0,10.0,1500.0,1500.0,3000.0,,3000.0,,96000.0,96000.0,,,,,460.0,320.0,23.0,,,,,Plates,,,0
3.0,3.0,60.0,1520.0,,,,,,25000.0,610.0,610.0,,,595.0,460.0,17.0,,,,,Coils,,Oiled (O),2
2.92,3.08,147.0,,,,,,3000.0,3000.0,,,,,380.0,240.0,29.0,,,,Cold Rolled,Slit Coils,Unexposed (intenal parts) (U),,0
4.0,4.0,840.0,840.0,,,,,,,,,,,680.0,550.0,15.0,,,,,Coils,,Oiled (O),2
41.0,41.0,41.0,41.0,,,,,15000.0,15000.0,,,,,1050.0,650.0,10.0,,61.0,,As Rolled (+AR),Round Bars,,,2
37.0,37.0,37.0,37.0,,,,,5000.0,5000.0,,,,,1050.0,650.0,10.0,,61.0,,As Rolled (+AR),Round Bars,,,2
48.0,48.0,48.0,48.0,,,,,10000.0,10000.0,,,,,1050.0,650.0,10.0,,61.0,,As Rolled (+AR),Round Bars,,,2
26.0,26.0,26.0,26.0,,,,,6000.0,6000.0,,,,,1050.0,650.0,10.0,,61.0,,As Rolled (+AR),Round Bars,,,2
29.0,29.0,29.0,29.0,,,,,10000.0,10000.0,,,,,1050.0,650.0,10.0,,61.0,,As Rolled (+AR),Round Bars,,,2
33.0,33.0,33.0,33.0,,,,,15000.0,15000.0,,,,,1050.0,650.0,10.0,,61.0,,As Rolled (+AR),Round Bars,,,2
41.0,41.0,41.0,41.0,,,,,15000.0,15000.0,,,,,1050.0,650.0,10.0,,61.0,,As Rolled (+AR),Round Bars,,,2
37.0,37.0,37.0,37.0,,,,,5000.0,5000.0,,,,,1050.0,650.0,10.0,,61.0,,As Rolled (+AR),Round Bars,,,2
48.0,48.0,48.0,48.0,,,,,10000.0,10000.0,,,,,1050.0,650.0,10.0,,61.0,,As Rolled (+AR),Round Bars,,,2
,,25.0,30.0,,,,,,25000.0,610.0,610.0,,,435.0,235.0,26.0,,,,Oiled,Coils,,,0
2.5,2.5,1250.0,1250.0,,,,,8000.0,16000.0,,,,,385.0,350.0,22.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Coils,,,0
2.0,2.0,1000.0,1000.0,,,,,15000.0,15000.0,,,,,340.0,280.0,28.0,,,,Oiled,Sheets,,,0
2.25,2.25,960.0,960.0,,,,,,,,,,,300.0,180.0,40.0,,,ZE75/75,Electro-Galvanized (+ZE),Coils,Conventional surface (A),Oiled (O),0
1.0,1.0,800.0,800.0,,,,,,,,,,,310.0,210.0,38.0,,,ZE75/75,Electro-Galvanized (+ZE),Coils,Conventional surface (A),Oiled (O),0
3.0,3.0,1000.0,1000.0,,,,,15000.0,20000.0,,,,,340.0,280.0,28.0,,,ZE25/25,Electro-Galvanized (+ZE),Coils,Conventional surface (A),Chemically passivated (C),0
1.5,1.5,,,,,,,,,,,,,400.0,260.0,31.0,,,Z100,Hot-dip Galvanized (+Z),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
1.5,1.5,,,,,,,,,,,,,380.0,240.0,29.0,,,GI50/50,Hot-dip Galvanized (+GI),Coils,,Oiled (O),0
12.0,12.0,1500.0,1500.0,3000.0,,3000.0,,48000.0,48000.0,,,,,435.0,235.0,26.0,,,,,Heavy Plates,,,0
12.0,12.0,1500.0,1500.0,3000.0,,3000.0,,48000.0,48000.0,,,,,460.0,320.0,23.0,,,,,Heavy Plates,,,0
2.5,2.5,860.0,860.0,,,,,,,,,,,400.0,260.0,29.0,,,,,Coils,,Oiled (O),0
2.0,2.0,1500.0,1500.0,,,,,,,,,,,320.0,210.0,34.0,,,,,Coils,,,0
2.0,2.0,1500.0,1500.0,,,,,,,,,,,320.0,210.0,34.0,,,,,Coils,,,0
,,,,,,,,,,,,,,340.0,280.0,28.0,,,,,Coils,,,0
,,,,,,,,,,,,,,340.0,280.0,28.0,,,,,Coils,,,0
28.0,28.0,3700.0,3700.0,12470.0,,12470.0,,165362.18,165362.18,,,,,550.0,355.0,22.0,,,,,Plates,,,0
0.7,0.7,135.0,135.0,,,,,6000.0,6000.0,,,,,340.0,280.0,28.0,,,ZE25/25,Bright,Slit Coils,,,0
0.7,0.7,135.0,135.0,,,,,6000.0,6000.0,,,,,340.0,280.0,28.0,,,ZE75/75,Bright,Slit Coils,,,0
1.5,1.5,175.0,175.0,,,,,4000.0,4000.0,,,,,340.0,280.0,28.0,,,ZE25/25,Bright,Strips,,,0
1.5,1.5,175.0,175.0,,,,,4000.0,4000.0,,,,,340.0,280.0,28.0,,,ZE75/75,Bright,Strips,,,0
1.5,1.5,828.0,1520.0,,,,,20000.0,25000.0,,,,,550.0,420.0,23.0,,,,Cold Rolled (+CR),Coils,,Lightly Oiled (L),0
8.0,18.0,,,,,,,,,,,,,435.0,235.0,26.0,,,,Hot Rolled,Plates,,,0
,,,,,,,,,,,,,,,,,,,GA50/50,Galvannealed (+ZF/+GA),Coils,,,0
,,,,,,,,,,,,,,,,,,,GA60/60,Galvannealed (+ZF/+GA),Coils,,,0
,,,1520.0,,,,,,25000.0,610.0,610.0,,,435.0,235.0,26.0,,,,Oiled,Coils,,,0
2.3,2.3,,,,,,,,,,,,,550.0,420.0,23.0,,,,,,,,0
,,,,,,,,,,,,,,,,,,,GA80/80,Galvannealed (+ZF/+GA),Coils,,,0
0.97,1.05,7.0,10.0,,,,,,,,,,,310.0,220.0,36.0,,,ZF095,Galvannealed (+ZF/+GA),Sheets,,,0
0.97,1.05,7.0,10.0,,,,,,,,,,,310.0,220.0,36.0,,,ZF105,Galvannealed (+ZF/+GA),Sheets,,,0
1.2,1.3,7.0,10.0,,,,,,,,,,,385.0,350.0,22.0,,,ZF090,Galvannealed (+ZF/+GA),Sheets,,,0
1.2,1.3,7.0,10.0,,,,,,,,,,,385.0,350.0,22.0,,,ZF095,Galvannealed (+ZF/+GA),Sheets,,,0
2.3,2.3,,,,,,,,,,,,,515.0,380.0,23.0,,,,,,,,0
1.73,1.8,20.0,25.0,,,,,,,,,,,310.0,210.0,38.0,,,,Slightly Oiled,Coils,,Oiled (O),0
,,,1520.0,,,,,,25000.0,610.0,610.0,,,735.0,600.0,13.0,,,,Oiled,Coils,,,2
4.35,4.65,,1520.0,,,,,,25000.0,,,610.0,610.0,490.0,355.0,22.0,,,,Oiled,,,,0
22.0,25.0,,1520.0,,,,,,25000.0,,610.0,,,630.0,460.0,17.0,,,,,,,Oiled (O),2
1.2,1.3,7.0,10.0,,,,,,,,,,,385.0,350.0,22.0,,,ZF105,Galvannealed (+ZF/+GA),Sheets,,,0
0.4,0.4,,,,,,,20000.0,24000.0,,,,,340.0,280.0,28.0,,,ZE25/25,Electro-Galvanized (+ZE),Coils,Conventional surface (A),Chemically passivated (C),0
1.7,1.9,,,,,,,,,,,,,490.0,355.0,22.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
1.5,1.5,,1520.0,,,,,,25000.0,610.0,610.0,,,490.0,355.0,22.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
1.5,1.5,,1520.0,,,,,,25000.0,610.0,610.0,,,450.0,315.0,24.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
1.5,1.5,,1520.0,,,,,,25000.0,610.0,610.0,,,485.0,275.0,23.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
22.0,25.0,,1520.0,,,,,,25000.0,,610.0,,,625.0,500.0,14.0,,,,,,,Oiled (O),2
22.0,25.0,,1520.0,,,,,,25000.0,,610.0,,,550.0,355.0,22.0,,,,,,,Oiled (O),0
,,,1520.0,,,,,,25000.0,,610.0,,,520.0,380.0,21.0,,,,oiled,Coils,,,0
,,,1520.0,,,,,,25000.0,610.0,610.0,,,630.0,460.0,17.0,,,,,Coils,,O,0
2.5,2.5,1242.0,,,,,,20.0,,,,,,400.0,260.0,29.0,,,,Cold Rolled (+CR),Coils,"Conventional surface, normal (Am)",Oiled (O),0
,,,1520.0,,,,,,25000.0,610.0,610.0,,,625.0,500.0,14.0,,,,,Coils,,O,2
,,,,,,,,,,,,,,,,,,,,,,,,0
,,1650.0,1650.0,,,,,27000.0,28000.0,,,,,490.0,355.0,22.0,,,,,Coils,,,0
6.0,6.0,1550.0,1550.0,7170.0,,7170.0,,65000.0,65000.0,,,,,490.0,355.0,22.0,,,,,Sheets,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
1.3,1.3,600.0,1520.0,,,,,,25000.0,610.0,610.0,,,340.0,280.0,28.0,,,,Hot Rolled,Coils,,,0
1.3,1.3,600.0,1520.0,,,,,,25000.0,610.0,610.0,,,310.0,280.0,38.0,,,,Hot Rolled,Coils,,,0
2.0,2.0,1500.0,1500.0,,,,,,25000.0,610.0,610.0,,,850.0,700.0,12.0,,,,Oiled,Coils,,Oiled (O),2
14.0,14.0,2000.0,2000.0,6000.0,,6000.0,,75000.0,75000.0,,,,,435.0,235.0,26.0,,,,,Plates,,,0
14.0,14.0,2000.0,2000.0,6000.0,,6000.0,,75000.0,75000.0,,,,,435.0,235.0,26.0,,,,,Plates,,,0
14.0,14.0,2000.0,2000.0,6000.0,,6000.0,,75000.0,75000.0,,,,,550.0,355.0,22.0,,,,,Plates,,,0
14.0,14.0,2000.0,2000.0,6000.0,,6000.0,,75000.0,75000.0,,,,,550.0,355.0,22.0,,,,,Plates,,,0
7.5,8.1,1210.0,1210.0,,,,,100000.0,100000.0,760.0,760.0,,1980.0,735.0,600.0,13.0,,,,Untreated (+U),Coils,,Without surface treatment (U),2
0.4,0.4,,,,,,,20000.0,24000.0,,,,,340.0,280.0,28.0,,,ZE25/25,Electro-Galvanized (+ZE),Coils,Conventional surface (A),Chemically passivated (C),0
0.4,0.4,,,,,,,20000.0,24000.0,,,,,340.0,280.0,28.0,,,ZE25/25,Electro-Galvanized (+ZE),Coils,Conventional surface (A),Phosphated and chemically passivated (PC),0
0.4,0.4,,,,,,,20000.0,24000.0,,,,,340.0,280.0,28.0,,,ZE25/25,Electro-Galvanized (+ZE),Coils,Conventional surface (A),Dry,0
0.7,0.7,,,,,,,24000.0,24000.0,,,,,385.0,350.0,22.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, conventional surface (MA)",Oiled (O),0
